time,robot_x,robot_y,intrusion_detected,num_intruders,closest_dist,alert_level,is_alarming,alarm_event
16.800,6.555,1.500,False,0,,nominal,False,silent
16.850,6.570,1.500,False,0,,nominal,False,silent
16.900,6.585,1.500,False,0,,nominal,False,silent
16.950,6.600,1.500,False,0,,nominal,False,silent
17.000,6.615,1.500,False,0,,nominal,False,silent
17.050,6.630,1.500,False,0,,nominal,False,silent
17.100,6.645,1.500,False,0,,nominal,False,silent
17.150,6.660,1.500,False,0,,nominal,False,silent
17.200,6.675,1.500,False,0,,nominal,False,silent
17.250,6.690,1.500,False,0,,nominal,False,silent
17.300,6.705,1.500,False,0,,nominal,False,silent
17.350,6.720,1.500,False,0,,nominal,False,silent
17.400,6.735,1.500,False,0,,nominal,False,silent
17.450,6.750,1.500,False,0,,nominal,False,silent
17.500,6.765,1.500,False,0,,nominal,False,silent
17.550,6.780,1.500,False,0,,nominal,False,silent
17.600,6.795,1.500,False,0,,nominal,False,silent
17.650,6.810,1.500,False,0,,nominal,False,silent
17.700,6.825,1.500,False,0,,nominal,False,silent
17.750,6.840,1.500,False,0,,nominal,False,silent
17.800,6.855,1.500,False,0,,nominal,False,silent
17.850,6.870,1.500,False,0,,nominal,False,silent
17.900,6.885,1.500,False,0,,nominal,False,silent
17.950,6.900,1.500,False,0,,nominal,False,silent
18.000,6.915,1.500,False,0,,nominal,False,silent
18.050,6.930,1.500,False,0,,nominal,False,silent
18.100,6.945,1.500,False,0,,nominal,False,silent
18.150,6.960,1.500,False,0,,nominal,False,silent
18.200,6.975,1.500,False,0,,nominal,False,silent
18.250,6.990,1.500,False,0,,nominal,False,silent
18.300,7.005,1.500,False,0,,nominal,False,silent
18.350,7.020,1.500,False,0,,nominal,False,silent
18.400,7.035,1.500,False,0,,nominal,False,silent
18.450,7.050,1.500,False,0,,nominal,False,silent
18.500,7.065,1.500,False,0,,nominal,False,silent
18.550,7.080,1.500,False,0,,nominal,False,silent
18.600,7.095,1.500,False,0,,nominal,False,silent
18.650,7.110,1.500,False,0,,nominal,False,silent
18.700,7.125,1.500,False,0,,nominal,False,silent
18.750,7.140,1.500,False,0,,nominal,False,silent
18.800,7.155,1.500,False,0,,nominal,False,silent
18.850,7.170,1.500,False,0,,nominal,False,silent
18.900,7.185,1.500,False,0,,nominal,False,silent
18.950,7.200,1.500,False,0,,nominal,False,silent
19.000,7.215,1.500,False,0,,nominal,False,silent
19.050,7.230,1.500,False,0,,nominal,False,silent
19.100,7.245,1.500,False,0,,nominal,False,silent
19.150,7.260,1.500,False,0,,nominal,False,silent
19.200,7.275,1.500,False,0,,nominal,False,silent
19.250,7.290,1.500,False,0,,nominal,False,silent
19.300,7.305,1.500,False,0,,nominal,False,silent
19.350,7.320,1.500,False,0,,nominal,False,silent
19.400,7.335,1.500,False,0,,nominal,False,silent
19.450,7.350,1.500,False,0,,nominal,False,silent
19.500,7.365,1.500,False,0,,nominal,False,silent
19.550,7.380,1.500,False,0,,nominal,False,silent
19.600,7.395,1.500,False,0,,nominal,False,silent
19.650,7.410,1.500,False,0,,nominal,False,silent
19.700,7.425,1.500,False,0,,nominal,False,silent
19.750,7.440,1.500,False,0,,nominal,False,silent
19.800,7.455,1.500,False,0,,nominal,False,silent
19.850,7.470,1.500,False,0,,nominal,False,silent
19.900,7.485,1.500,False,0,,nominal,False,silent
19.950,7.500,1.500,False,0,,nominal,False,silent
20.000,7.515,1.500,False,0,,nominal,False,silent
20.050,7.530,1.500,False,0,,nominal,False,silent
20.100,7.545,1.500,False,0,,nominal,False,silent
20.150,7.560,1.500,False,0,,nominal,False,silent
20.200,7.575,1.500,False,0,,nominal,False,silent
20.250,7.590,1.500,False,0,,nominal,False,silent
20.300,7.605,1.500,False,0,,nominal,False,silent
20.350,7.620,1.500,False,0,,nominal,False,silent
20.400,7.635,1.500,False,0,,nominal,False,silent
20.450,7.650,1.500,False,0,,nominal,False,silent
20.500,7.665,1.500,False,0,,nominal,False,silent
20.550,7.680,1.500,False,0,,nominal,False,silent
20.600,7.695,1.500,False,0,,nominal,False,silent
20.650,7.710,1.500,False,0,,nominal,False,silent
20.700,7.725,1.500,False,0,,nominal,False,silent
20.750,7.740,1.500,False,0,,nominal,False,silent
20.800,7.755,1.500,False,0,,nominal,False,silent
20.850,7.770,1.500,False,0,,nominal,False,silent
20.900,7.785,1.500,False,0,,nominal,False,silent
20.950,7.800,1.500,False,0,,nominal,False,silent
21.000,7.815,1.500,False,0,,nominal,False,silent
21.050,7.830,1.500,False,0,,nominal,False,silent
21.100,7.845,1.500,False,0,,nominal,False,silent
21.150,7.860,1.500,False,0,,nominal,False,silent
21.200,7.875,1.500,False,0,,nominal,False,silent
21.250,7.890,1.500,False,0,,nominal,False,silent
21.300,7.905,1.500,False,0,,nominal,False,silent
21.350,7.920,1.500,False,0,,nominal,False,silent
21.400,7.935,1.500,False,0,,nominal,False,silent
21.450,7.950,1.500,True,1,2.890,warning,False,silent
