t,true_x,true_y,true_theta,est_x,est_y,est_theta,err_pos_m,err_theta_deg
52.050,16.6427,9.7786,0.0175,16.6410,9.7552,0.0230,0.0235,0.32
52.100,16.6577,9.7788,0.0180,16.6452,9.7641,0.0122,0.0193,0.33
52.150,16.6727,9.7791,0.0176,16.6685,9.7808,0.0030,0.0045,0.83
52.200,16.6876,9.7794,0.0162,16.6849,9.7929,0.0028,0.0138,0.77
52.250,16.7026,9.7796,0.0150,16.6786,9.7979,0.0196,0.0302,0.26
52.300,16.7176,9.7798,0.0162,16.7089,9.7982,0.0164,0.0204,0.01
52.350,16.7326,9.7801,0.0169,16.6953,9.7754,-0.0059,0.0376,1.31
52.400,16.7476,9.7803,0.0164,16.7270,9.7604,0.0389,0.0286,1.29
52.450,16.7626,9.7806,0.0138,16.7406,9.7828,0.0308,0.0221,0.97
52.500,16.7776,9.7808,0.0130,16.7660,9.8215,0.0221,0.0423,0.52
52.550,16.7926,9.7810,0.0131,16.7750,9.7967,0.0173,0.0236,0.24
52.600,16.8076,9.7812,0.0130,16.7700,9.7783,0.0206,0.0377,0.44
52.650,16.8226,9.7814,0.0133,16.7955,9.7711,0.0435,0.0290,1.73
52.700,16.8376,9.7816,0.0149,16.8036,9.7617,0.0458,0.0394,1.77
52.750,16.8526,9.7818,0.0156,16.8245,9.7528,0.0242,0.0404,0.49
52.800,16.8676,9.7820,0.0166,16.8104,9.7638,0.0306,0.0600,0.80
52.850,16.8826,9.7823,0.0171,16.8381,9.7525,0.0472,0.0536,1.72
52.900,16.8976,9.7825,0.0183,16.8591,9.7617,0.0414,0.0437,1.32
52.950,16.9126,9.7828,0.0206,16.8800,9.7571,0.0310,0.0416,0.60
53.000,16.9276,9.7831,0.0212,16.9064,9.7583,-0.0107,0.0326,1.83
53.050,16.9426,9.7834,0.0204,16.9179,9.7722,0.0229,0.0271,0.15
53.100,16.9576,9.7837,0.0192,16.9357,9.7970,0.0176,0.0256,0.09
53.150,16.9726,9.7840,0.0185,16.9641,9.8059,0.0131,0.0235,0.31
53.200,16.9876,9.7843,0.0171,16.9629,9.8044,0.0018,0.0318,0.88
53.250,17.0026,9.7845,0.0180,16.9785,9.8012,0.0304,0.0293,0.71
53.300,17.0176,9.7848,0.0192,16.9922,9.7737,0.0086,0.0278,0.61
53.350,17.0321,9.7851,0.0198,17.0033,9.7623,0.0225,0.0367,0.16
53.400,17.0463,9.7854,0.0196,17.0335,9.7735,0.0214,0.0174,0.10
53.450,17.0605,9.7857,0.0203,17.0481,9.7769,0.0418,0.0152,1.23
53.500,17.0743,9.7859,0.0192,17.0553,9.7654,0.0322,0.0279,0.75
53.550,17.0875,9.7862,0.0188,17.0802,9.8007,0.0259,0.0163,0.41
53.600,17.1004,9.7864,0.0204,17.1194,9.7831,0.0380,0.0193,1.01
53.650,17.1138,9.7867,0.0212,17.1426,9.7771,-0.0176,0.0303,2.22
53.700,17.1269,9.7870,0.0209,17.1084,9.7746,0.0137,0.0222,0.41
53.750,17.1395,9.7872,0.0205,17.1246,9.7860,0.0301,0.0149,0.55
53.800,17.1523,9.7875,0.0192,17.1595,9.7905,0.0228,0.0078,0.20
53.850,17.1655,9.7878,0.0182,17.1485,9.8070,0.0196,0.0257,0.08
53.900,17.1783,9.7880,0.0176,17.1195,9.7993,0.0253,0.0599,0.44
53.950,17.1908,9.7882,0.0167,17.1469,9.7983,0.0149,0.0450,0.10
54.000,17.2030,9.7884,0.0155,17.1636,9.8002,0.0198,0.0411,0.25
54.050,17.2149,9.7886,0.0159,17.1846,9.7908,0.0501,0.0304,1.96
54.100,17.2267,9.7888,0.0168,17.2109,9.7749,0.0295,0.0211,0.73
54.150,17.2385,9.7890,0.0165,17.2118,9.7751,0.0138,0.0301,0.15
54.200,17.2501,9.7892,0.0158,17.2164,9.7932,0.0161,0.0339,0.02
54.250,17.2615,9.7894,0.0139,17.2237,9.8022,0.0110,0.0399,0.16
54.300,17.2727,9.7895,0.0129,17.2402,9.8159,0.0191,0.0419,0.36
54.350,17.2837,9.7897,0.0122,17.2538,9.8143,-0.0019,0.0387,0.81
54.400,17.2943,9.7898,0.0130,17.2641,9.7942,0.0248,0.0305,0.67
54.450,17.3045,9.7899,0.0143,17.2940,9.7876,-0.0044,0.0107,1.07
54.500,17.3144,9.7901,0.0152,17.3218,9.7821,-0.0036,0.0109,1.08
54.550,17.3242,9.7902,0.0163,17.3434,9.7679,0.0395,0.0294,1.33
54.600,17.3339,9.7904,0.0162,17.3458,9.7762,0.0183,0.0186,0.12
54.650,17.3438,9.7905,0.0182,17.3498,9.7900,0.0200,0.0061,0.10
54.700,17.3536,9.7907,0.0183,17.3402,9.7651,0.0155,0.0289,0.16
54.750,17.3633,9.7909,0.0166,17.3506,9.7874,0.0176,0.0132,0.06
54.800,17.3727,9.7910,0.0146,17.3545,9.7984,0.0479,0.0196,1.91
54.850,17.3821,9.7912,0.0134,17.3739,9.7940,0.0642,0.0087,2.91
54.900,17.3912,9.7913,0.0147,17.3709,9.8008,0.0264,0.0224,0.67
54.950,17.3996,9.7914,0.0168,17.3952,9.7755,0.0159,0.0165,0.05
55.000,17.4078,9.7916,0.0185,17.4363,9.7674,0.0131,0.0374,0.31
55.050,17.4162,9.7917,0.0200,17.4563,9.7753,0.0029,0.0433,0.98
55.100,17.4249,9.7919,0.0207,17.4380,9.7647,0.0352,0.0302,0.83
55.150,17.4335,9.7921,0.0214,17.4257,9.7824,0.0175,0.0125,0.22
55.200,17.4418,9.7922,0.0208,17.4272,9.7850,0.0129,0.0163,0.45
55.250,17.4501,9.7924,0.0203,17.4427,9.7909,0.0323,0.0075,0.69
55.300,17.4584,9.7926,0.0199,17.4507,9.7972,0.0199,0.0089,0.00
55.350,17.4667,9.7928,0.0185,17.4467,9.8019,0.0018,0.0219,0.96
55.400,17.4749,9.7929,0.0199,17.4421,9.8147,0.0012,0.0394,1.07
55.450,17.4831,9.7931,0.0197,17.4514,9.7908,-0.0213,0.0318,2.35
55.500,17.4914,9.7932,0.0182,17.4539,9.7990,0.0028,0.0379,0.88
55.550,17.4993,9.7934,0.0182,17.4477,9.8097,0.0190,0.0541,0.04
55.600,17.5071,9.7935,0.0178,17.4756,9.7940,0.0106,0.0315,0.41
55.650,17.5146,9.7936,0.0175,17.4767,9.7994,0.0127,0.0383,0.27
55.700,17.5220,9.7938,0.0169,17.5051,9.7874,0.0349,0.0180,1.03
55.750,17.5290,9.7939,0.0164,17.5020,9.8061,0.0056,0.0296,0.62
55.800,17.5362,9.7940,0.0153,17.5323,9.8143,-0.0144,0.0207,1.70
55.850,17.5429,9.7941,0.0125,17.5233,9.8134,0.0071,0.0275,0.31
55.900,17.5498,9.7942,0.0128,17.5524,9.8244,0.0283,0.0303,0.89
55.950,17.5566,9.7943,0.0128,17.5447,9.8080,-0.0245,0.0181,2.14
56.000,17.5635,9.7944,0.0126,17.5460,9.7957,0.0093,0.0175,0.19
56.050,17.5701,9.7945,0.0118,17.5357,9.7986,0.0088,0.0346,0.17
56.100,17.5767,9.7945,0.0113,17.5584,9.8063,0.0096,0.0217,0.10
56.150,17.5832,9.7946,0.0121,17.5622,9.7972,0.0205,0.0212,0.48
56.200,17.5895,9.7947,0.0113,17.5648,9.7851,0.0125,0.0265,0.07
56.250,17.5960,9.7948,0.0108,17.5832,9.7911,0.0422,0.0134,1.80
56.300,17.6024,9.7948,0.0114,17.5670,9.7970,0.0210,0.0354,0.55
56.350,17.6084,9.7949,0.0135,17.5740,9.7945,-0.0026,0.0344,0.92
56.400,17.6142,9.7950,0.0114,17.6015,9.7785,-0.0023,0.0208,0.78
56.450,17.6199,9.7950,0.0099,17.6100,9.8184,0.0062,0.0254,0.21
56.500,17.6253,9.7951,0.0098,17.6192,9.8174,-0.0063,0.0232,0.92
56.550,17.6308,9.7952,0.0114,17.6441,9.8062,-0.0152,0.0173,1.53
56.600,17.6364,9.7952,0.0134,17.6340,9.7858,0.0005,0.0097,0.74
56.650,17.6418,9.7953,0.0150,17.6258,9.7748,0.0154,0.0260,0.02
56.700,17.6468,9.7954,0.0155,17.6379,9.7751,0.0309,0.0222,0.88
56.750,17.6516,9.7954,0.0146,17.6720,9.7883,0.0256,0.0216,0.63
56.800,17.6565,9.7955,0.0158,17.6779,9.7991,0.0212,0.0217,0.31
56.850,17.6616,9.7956,0.0192,17.6724,9.7786,0.0382,0.0202,1.09
56.900,17.6667,9.7957,0.0209,17.6607,9.7649,0.0263,0.0314,0.31
56.950,17.6718,9.7958,0.0245,17.6674,9.7680,0.0573,0.0281,1.88
57.000,17.6768,9.7959,0.0279,17.6593,9.7613,0.0316,0.0388,0.21
57.050,17.6818,9.7961,0.0293,17.6683,9.7589,0.0483,0.0395,1.09
57.100,17.6867,9.7962,0.0315,17.6689,9.7866,0.0075,0.0202,1.38
57.150,17.6916,9.7964,0.0335,17.6702,9.7771,0.0223,0.0288,0.64
57.200,17.6965,9.7965,0.0338,17.6767,9.7773,0.0254,0.0276,0.48
57.250,17.7013,9.7967,0.0329,17.6762,9.7847,0.0411,0.0278,0.47
57.300,17.7062,9.7968,0.0331,17.6766,9.7922,0.0433,0.0299,0.58
57.350,17.7110,9.7970,0.0335,17.6734,9.7812,0.0538,0.0408,1.17
57.400,17.7159,9.7972,0.0346,17.6787,9.7836,0.0415,0.0396,0.39
57.450,17.7203,9.7973,0.0340,17.6757,9.7826,0.0296,0.0470,0.25
57.500,17.7243,9.7975,0.0300,17.7068,9.7966,0.0234,0.0175,0.38
57.550,17.7285,9.7976,0.0304,17.7315,9.8081,0.0421,0.0109,0.67
57.600,17.7326,9.7977,0.0308,17.7248,9.7867,0.0420,0.0135,0.64
57.650,17.7365,9.7978,0.0323,17.7250,9.7797,0.0655,0.0215,1.90
57.700,17.7404,9.7980,0.0311,17.7403,9.7806,0.0484,0.0174,0.99
57.750,17.7444,9.7981,0.0296,17.7410,9.7919,0.0517,0.0071,1.26
57.800,17.7485,9.7982,0.0251,17.7317,9.7955,0.0442,0.0170,1.09
57.850,17.7524,9.7983,0.0214,17.7269,9.8173,0.0191,0.0318,0.13
57.900,17.7561,9.7984,0.0185,17.7424,9.8090,0.0283,0.0173,0.56
57.950,17.7599,9.7984,0.0144,17.7514,9.8069,0.0207,0.0120,0.36
58.000,17.7635,9.7985,0.0105,17.7447,9.8128,0.0203,0.0236,0.56
58.050,17.7668,9.7985,0.0079,17.7636,9.8117,0.0115,0.0135,0.21
58.100,17.7697,9.7986,0.0087,17.7804,9.8079,0.0025,0.0142,0.36
58.150,17.7729,9.7986,0.0117,17.8029,9.7961,0.0090,0.0301,0.16
58.200,17.7760,9.7986,0.0165,17.7871,9.7881,0.0128,0.0153,0.21
58.250,17.7792,9.7987,0.0198,17.7965,9.7858,0.0046,0.0216,0.87
58.300,17.7827,9.7987,0.0256,17.7887,9.7847,0.0262,0.0152,0.04
58.350,17.7863,9.7988,0.0293,17.7666,9.7769,0.0082,0.0294,1.21
58.400,17.7900,9.7989,0.0354,17.7588,9.7854,0.0009,0.0340,1.98
58.450,17.7935,9.7991,0.0378,17.7519,9.7717,0.0117,0.0498,1.49
58.500,17.7971,9.7992,0.0384,17.7692,9.7846,0.0290,0.0315,0.54
58.550,17.8003,9.7993,0.0386,17.7618,9.7890,0.0372,0.0399,0.08
58.600,17.8034,9.7994,0.0446,17.7843,9.7960,0.0155,0.0194,1.67
58.650,17.8066,9.7996,0.0476,17.7942,9.7774,0.0264,0.0254,1.21
58.700,17.8099,9.7997,0.0511,17.7913,9.7858,0.0252,0.0232,1.48
58.750,17.8130,9.7999,0.0552,17.7790,9.7784,0.0457,0.0402,0.54
58.800,17.8163,9.8001,0.0547,17.7925,9.7751,0.0631,0.0345,0.48
58.850,17.8194,9.8003,0.0584,17.7807,9.7877,0.0626,0.0407,0.24
58.900,17.8225,9.8004,0.0614,17.7923,9.7783,0.0523,0.0375,0.52
58.950,17.8255,9.8006,0.0642,17.7992,9.7762,0.0778,0.0359,0.78
59.000,17.8281,9.8008,0.0618,17.7997,9.7771,0.0758,0.0370,0.80
59.050,17.8307,9.8009,0.0560,17.8266,9.7926,0.0713,0.0093,0.88
59.100,17.8328,9.8011,0.0307,17.8244,9.7982,0.0777,0.0089,2.69
59.150,17.8348,9.8011,0.0080,17.8623,9.8256,0.0546,0.0368,2.67
59.200,17.8368,9.8011,-0.0053,17.8683,9.8240,0.0246,0.0389,1.71
59.250,17.8386,9.8011,0.0070,17.8700,9.8174,-0.0165,0.0354,1.35
59.300,17.8407,9.8011,0.0042,17.8776,9.7884,-0.0066,0.0390,0.62
59.350,17.8432,9.8012,0.0089,17.8622,9.8023,0.0097,0.0190,0.05
59.400,17.8451,9.8012,-0.0048,17.8360,9.7902,0.0077,0.0142,0.71
59.450,17.8467,9.8012,0.0073,17.8710,9.8105,0.0373,0.0260,1.72
59.500,17.8485,9.8012,0.0042,17.8954,9.7881,0.0284,0.0487,1.38
59.550,17.8505,9.8012,0.0072,17.8765,9.8010,0.0174,0.0260,0.59
59.600,17.8527,9.8012,-0.0048,17.8711,9.7951,0.0117,0.0193,0.94
59.650,17.8548,9.8012,-0.0113,17.8552,9.8153,0.0119,0.0141,1.33
59.700,17.8572,9.8012,-0.0213,17.8538,9.8069,0.0169,0.0066,2.19
59.750,17.8594,9.8011,-0.0274,17.8456,9.8206,-0.0287,0.0239,0.08
59.800,17.8619,9.8011,-0.0258,17.8518,9.8131,-0.0282,0.0157,0.14
59.850,17.8642,9.8010,-0.0272,17.8314,9.8027,-0.0329,0.0328,0.33
59.900,17.8663,9.8009,-0.0337,17.8487,9.8072,-0.0340,0.0187,0.01
59.950,17.8687,9.8009,-0.0307,17.8584,9.8089,-0.0009,0.0131,1.71
60.000,17.8708,9.8008,-0.0327,17.8442,9.8047,-0.0611,0.0269,1.63
60.050,17.8733,9.8007,-0.0285,17.8556,9.8054,-0.0182,0.0183,0.59
60.100,17.8757,9.8006,-0.0199,17.8350,9.7967,-0.0268,0.0408,0.40
60.150,17.8780,9.8006,-0.0110,17.8434,9.7899,-0.0252,0.0362,0.81
60.200,17.8800,9.8006,-0.0053,17.8468,9.7881,-0.0142,0.0355,0.51
60.250,17.8819,9.8006,-0.0050,17.8650,9.7884,0.0338,0.0208,2.22
60.300,17.8836,9.8006,0.0146,17.8729,9.7989,0.0063,0.0109,0.48
60.350,17.8853,9.8006,0.0384,17.8877,9.7790,0.0347,0.0217,0.21
60.400,17.8872,9.8006,0.0593,17.8885,9.7759,0.0304,0.0247,1.66
60.450,17.8892,9.8008,0.0624,17.8826,9.7719,0.0655,0.0296,0.18
60.500,17.8908,9.8009,0.0738,17.8628,9.7914,0.0351,0.0295,2.22
60.550,17.8925,9.8010,0.0848,17.8926,9.7830,0.0741,0.0180,0.61
60.600,17.8925,9.8010,0.0098,17.8930,9.7835,0.0732,0.0175,3.63
60.650,17.8925,9.8010,-0.0652,17.9142,9.7829,0.0903,0.0283,8.91
62.350,17.8925,9.8010,-0.1402,17.8751,9.8221,-1.4923,0.0273,77.47
62.400,17.8925,9.8010,-0.2152,17.8591,9.8194,-1.5061,0.0382,73.96
62.450,17.8925,9.8010,-0.2902,17.8766,9.7806,-1.4746,0.0258,67.86
62.500,17.8925,9.8010,-0.3652,17.8542,9.7777,-1.4788,0.0449,63.81
62.550,17.8925,9.8010,-0.4402,17.8758,9.7485,-1.4936,0.0551,60.35
62.600,17.8925,9.8010,-0.5152,17.8822,9.7372,-1.4924,0.0646,55.99
62.650,17.8925,9.8010,-0.5902,17.8729,9.7351,-1.4925,0.0687,51.70
62.700,17.8925,9.8010,-0.6652,17.8607,9.7071,-1.5054,0.0991,48.14
62.750,17.8925,9.8010,-0.7402,17.8676,9.7003,-1.5184,0.1037,44.59
62.800,17.8925,9.8010,-0.8152,17.8673,9.6790,-1.5058,0.1245,39.57
62.850,17.8925,9.8010,-0.8891,17.8747,9.6599,-1.4950,0.1422,34.71
62.900,17.8925,9.8010,-0.9557,17.9073,9.6366,-1.5108,0.1650,31.81
62.950,17.8925,9.8010,-1.0156,17.9294,9.6222,-1.4546,0.1826,25.15
63.000,17.8925,9.8010,-1.0695,17.9284,9.6116,-1.4620,0.1928,22.49
63.050,17.8925,9.8010,-1.1180,17.9145,9.5699,-1.4737,0.2322,20.38
63.100,17.8925,9.8010,-1.1617,17.9056,9.5557,-1.4766,0.2456,18.04
63.150,17.8925,9.8010,-1.2010,17.9027,9.5356,-1.4898,0.2656,16.55
63.200,17.8925,9.8010,-1.2364,17.9001,9.5357,-1.4857,0.2654,14.28
63.250,17.8925,9.8010,-1.2682,17.9228,9.5242,-1.4976,0.2785,13.14
63.300,17.8925,9.8010,-1.2968,17.9309,9.5259,-1.4899,0.2778,11.07
63.350,17.8925,9.8010,-1.3226,17.9129,9.5232,-1.4843,0.2786,9.26
63.400,17.8925,9.8010,-1.3458,17.9164,9.5010,-1.4743,0.3009,7.36
63.450,17.8925,9.8010,-1.3667,17.9001,9.4694,-1.5341,0.3317,9.59
63.500,17.8925,9.8010,-1.3855,17.9047,9.4490,-1.5103,0.3522,7.15
63.550,17.8925,9.8010,-1.4024,17.9072,9.4553,-1.5188,0.3460,6.67
63.600,17.8925,9.8010,-1.4177,17.9050,9.4518,-1.5313,0.3495,6.51
63.650,17.8925,9.8010,-1.4314,17.9183,9.4041,-1.4738,0.3977,2.43
63.700,17.8925,9.8010,-1.4437,17.9105,9.3815,-1.5024,0.4199,3.37
63.750,17.8925,9.8010,-1.4548,17.9336,9.3808,-1.4854,0.4222,1.75
63.800,17.8925,9.8010,-1.4648,17.9328,9.3734,-1.5217,0.4295,3.26
63.850,17.8925,9.8010,-1.4738,17.9261,9.3713,-1.5439,0.4310,4.02
63.900,17.8925,9.8010,-1.4819,17.9338,9.3672,-1.5273,0.4358,2.60
63.950,17.8938,9.7861,-1.4822,17.9376,9.3505,-1.5156,0.4378,1.91
64.000,17.8951,9.7711,-1.4810,17.8974,9.3041,-1.5037,0.4670,1.30
64.050,17.8965,9.7562,-1.4819,17.8925,9.2982,-1.5261,0.4580,2.53
64.100,17.8978,9.7412,-1.4811,17.9085,9.2933,-1.5127,0.4481,1.81
64.150,17.8991,9.7263,-1.4812,17.9168,9.2762,-1.5367,0.4504,3.18
64.200,17.9005,9.7114,-1.4818,17.9077,9.2627,-1.5474,0.4488,3.76
64.250,17.9018,9.6964,-1.4817,17.9368,9.2374,-1.5259,0.4603,2.53
64.300,17.9031,9.6815,-1.4802,17.9155,9.2042,-1.5031,0.4775,1.31
64.350,17.9045,9.6665,-1.4788,17.9133,9.1813,-1.5307,0.4853,2.97
64.400,17.9059,9.6516,-1.4777,17.9181,9.1755,-1.5340,0.4763,3.23
64.450,17.9073,9.6367,-1.4774,17.9419,9.1660,-1.5308,0.4720,3.06
64.500,17.9087,9.6217,-1.4790,17.9420,9.1637,-1.5452,0.4592,3.79
64.550,17.9101,9.6068,-1.4839,17.9459,9.1556,-1.5483,0.4527,3.69
64.600,17.9114,9.5918,-1.4884,17.9500,9.1317,-1.5285,0.4617,2.30
64.650,17.9126,9.5769,-1.4913,17.9428,9.1261,-1.5602,0.4518,3.95
64.700,17.9138,9.5619,-1.4936,17.9633,9.0857,-1.5391,0.4788,2.61
64.750,17.9149,9.5470,-1.4953,17.9754,9.0908,-1.5753,0.4602,4.59
64.800,17.9161,9.5320,-1.4969,17.9571,9.0920,-1.5668,0.4419,4.01
64.850,17.9172,9.5171,-1.4995,17.9395,9.0728,-1.6017,0.4449,5.85
64.900,17.9182,9.5021,-1.5029,17.9396,9.0478,-1.5701,0.4548,3.85
64.950,17.9193,9.4871,-1.5053,17.9393,9.0292,-1.5511,0.4583,2.62
65.000,17.9202,9.4722,-1.5082,17.9211,9.0155,-1.5695,0.4567,3.51
65.050,17.9212,9.4572,-1.5083,17.9176,8.9904,-1.5810,0.4668,4.17
65.100,17.9221,9.4422,-1.5094,17.9230,8.9559,-1.5534,0.4863,2.52
65.150,17.9230,9.4273,-1.5104,17.9231,8.9528,-1.5563,0.4745,2.63
65.200,17.9239,9.4123,-1.5109,17.9229,8.9437,-1.5473,0.4686,2.09
65.250,17.9248,9.3973,-1.5138,17.9323,8.9370,-1.5428,0.4604,1.66
65.300,17.9257,9.3823,-1.5154,17.9305,8.9099,-1.5614,0.4724,2.64
65.350,17.9265,9.3674,-1.5188,17.9446,8.9144,-1.5395,0.4533,1.19
65.400,17.9273,9.3524,-1.5212,17.9518,8.8934,-1.5831,0.4597,3.54
65.450,17.9280,9.3374,-1.5224,17.9327,8.8546,-1.5647,0.4828,2.42
65.500,17.9288,9.3224,-1.5246,17.9482,8.8298,-1.5497,0.4930,1.44
65.550,17.9295,9.3074,-1.5274,17.9652,8.8249,-1.5710,0.4838,2.50
65.600,17.9301,9.2925,-1.5281,17.9700,8.8057,-1.5522,0.4885,1.38
65.650,17.9308,9.2775,-1.5278,17.9572,8.7912,-1.5278,0.4870,0.00
65.700,17.9314,9.2625,-1.5288,17.9513,8.7681,-1.5592,0.4948,1.74
65.750,17.9320,9.2475,-1.5296,17.9482,8.7640,-1.5770,0.4838,2.71
65.800,17.9326,9.2325,-1.5295,17.9446,8.7612,-1.5645,0.4714,2.00
65.850,17.9333,9.2175,-1.5318,17.9506,8.7584,-1.5713,0.4594,2.26
65.900,17.9339,9.2025,-1.5335,17.9304,8.7433,-1.5599,0.4593,1.51
65.950,17.9344,9.1875,-1.5341,17.9303,8.7294,-1.5697,0.4582,2.04
66.000,17.9350,9.1725,-1.5350,17.9103,8.7251,-1.6054,0.4481,4.03
66.050,17.9355,9.1576,-1.5373,17.9216,8.6697,-1.5902,0.4881,3.03
66.100,17.9360,9.1426,-1.5393,17.9456,8.6478,-1.5584,0.4949,1.09
66.150,17.9365,9.1276,-1.5413,17.9301,8.6436,-1.5662,0.4841,1.43
66.200,17.9369,9.1126,-1.5442,17.9108,8.6456,-1.5754,0.4677,1.79
66.250,17.9373,9.0976,-1.5457,17.9077,8.6258,-1.5567,0.4727,0.63
66.300,17.9377,9.0826,-1.5492,17.9093,8.5994,-1.5558,0.4840,0.38
66.350,17.9380,9.0676,-1.5524,17.9003,8.5873,-1.5578,0.4818,0.31
66.400,17.9383,9.0526,-1.5546,17.8994,8.5852,-1.5911,0.4690,2.09
66.450,17.9385,9.0376,-1.5546,17.9114,8.5711,-1.5671,0.4673,0.72
66.500,17.9388,9.0226,-1.5556,17.9039,8.5507,-1.5703,0.4732,0.84
66.550,17.9390,9.0076,-1.5572,17.9163,8.5316,-1.5649,0.4765,0.44
66.600,17.9392,8.9926,-1.5570,17.9229,8.5352,-1.5776,0.4576,1.18
66.650,17.9394,8.9776,-1.5561,17.9226,8.5026,-1.5516,0.4753,0.26
66.700,17.9396,8.9626,-1.5565,17.9375,8.4924,-1.5793,0.4702,1.30
66.750,17.9398,8.9476,-1.5568,17.9315,8.4565,-1.5864,0.4912,1.70
66.800,17.9401,8.9326,-1.5573,17.9543,8.4362,-1.5547,0.4966,0.15
66.850,17.9403,8.9176,-1.5587,17.9534,8.4437,-1.5721,0.4741,0.77
66.900,17.9404,8.9026,-1.5592,17.9374,8.4168,-1.5587,0.4858,0.03
66.950,17.9406,8.8876,-1.5615,17.9582,8.4304,-1.5575,0.4576,0.23
67.000,17.9408,8.8726,-1.5627,17.9642,8.4119,-1.5797,0.4613,0.97
67.050,17.9409,8.8576,-1.5631,17.9536,8.3909,-1.5755,0.4669,0.71
67.100,17.9410,8.8426,-1.5649,17.9292,8.3659,-1.5629,0.4768,0.12
67.150,17.9411,8.8276,-1.5670,17.9336,8.3517,-1.5471,0.4759,1.14
67.200,17.9411,8.8126,-1.5700,17.9358,8.3277,-1.5573,0.4849,0.73
67.250,17.9411,8.7976,-1.5729,17.9346,8.3411,-1.5702,0.4566,0.15
67.300,17.9411,8.7826,-1.5745,17.9546,8.3252,-1.5478,0.4576,1.53
67.350,17.9411,8.7676,-1.5754,17.9505,8.3188,-1.5685,0.4489,0.40
67.400,17.9410,8.7526,-1.5764,17.9494,8.3099,-1.5612,0.4428,0.87
67.450,17.9409,8.7376,-1.5776,17.9334,8.2918,-1.5677,0.4459,0.57
67.500,17.9408,8.7226,-1.5778,17.9533,8.2402,-1.5691,0.4825,0.50
67.550,17.9407,8.7076,-1.5778,17.9511,8.2229,-1.5716,0.4848,0.36
67.600,17.9406,8.6926,-1.5755,17.9561,8.2018,-1.5858,0.4911,0.59
67.650,17.9405,8.6776,-1.5742,17.9340,8.1889,-1.5662,0.4887,0.46
67.700,17.9405,8.6626,-1.5754,17.9375,8.1829,-1.5814,0.4797,0.34
67.750,17.9404,8.6476,-1.5753,17.9480,8.1704,-1.5321,0.4772,2.48
67.800,17.9403,8.6326,-1.5739,17.9449,8.1616,-1.5970,0.4710,1.32
67.850,17.9403,8.6176,-1.5727,17.9655,8.1438,-1.5857,0.4744,0.74
67.900,17.9403,8.6026,-1.5717,17.9585,8.1247,-1.5487,0.4783,1.32
67.950,17.9402,8.5876,-1.5701,17.9629,8.1181,-1.5744,0.4700,0.25
68.000,17.9403,8.5726,-1.5673,17.9624,8.1012,-1.5794,0.4720,0.69
68.050,17.9403,8.5576,-1.5661,17.9637,8.0782,-1.5663,0.4800,0.01
68.100,17.9404,8.5426,-1.5642,17.9444,8.0622,-1.5753,0.4804,0.64
68.150,17.9405,8.5276,-1.5633,17.9355,8.0640,-1.5795,0.4636,0.93
68.200,17.9406,8.5126,-1.5623,17.9422,8.0566,-1.5795,0.4560,0.99
68.250,17.9407,8.4976,-1.5621,17.9604,8.0445,-1.5781,0.4536,0.92
68.300,17.9409,8.4826,-1.5619,17.9370,8.0293,-1.5749,0.4533,0.74
68.350,17.9410,8.4676,-1.5611,17.9418,8.0043,-1.5853,0.4633,1.39
68.400,17.9411,8.4526,-1.5626,17.9297,7.9946,-1.5921,0.4582,1.69
68.450,17.9413,8.4376,-1.5636,17.8969,7.9938,-1.5739,0.4460,0.59
68.500,17.9414,8.4226,-1.5639,17.9183,7.9601,-1.5599,0.4631,0.23
68.550,17.9415,8.4076,-1.5656,17.9316,7.9505,-1.5639,0.4572,0.10
68.600,17.9415,8.3926,-1.5670,17.9503,7.9341,-1.5590,0.4586,0.46
68.650,17.9416,8.3776,-1.5678,17.9337,7.9188,-1.5601,0.4588,0.44
68.700,17.9416,8.3626,-1.5674,17.9621,7.8884,-1.5542,0.4746,0.76
68.750,17.9417,8.3476,-1.5678,17.9519,7.8990,-1.5581,0.4487,0.56
68.800,17.9417,8.3326,-1.5680,17.9460,7.8830,-1.6097,0.4496,2.39
68.850,17.9418,8.3176,-1.5678,17.9422,7.8565,-1.5672,0.4611,0.04
68.900,17.9418,8.3026,-1.5696,17.9287,7.8571,-1.5770,0.4457,0.43
68.950,17.9418,8.2876,-1.5704,17.9243,7.8318,-1.5909,0.4562,1.18
69.000,17.9419,8.2726,-1.5714,17.8966,7.8345,-1.5878,0.4404,0.94
69.050,17.9418,8.2576,-1.5711,17.9080,7.8114,-1.5901,0.4475,1.09
69.100,17.9418,8.2426,-1.5721,17.9264,7.8038,-1.5880,0.4391,0.91
69.150,17.9418,8.2276,-1.5729,17.9352,7.7772,-1.5854,0.4505,0.72
69.200,17.9418,8.2126,-1.5734,17.9613,7.7825,-1.5701,0.4305,0.19
69.250,17.9417,8.1976,-1.5731,17.9615,7.7549,-1.5751,0.4432,0.11
69.300,17.9417,8.1826,-1.5724,17.9434,7.7305,-1.5618,0.4521,0.61
69.350,17.9417,8.1676,-1.5740,17.9446,7.7221,-1.5835,0.4455,0.54
69.400,17.9416,8.1526,-1.5734,17.9482,7.7309,-1.5787,0.4217,0.30
69.450,17.9416,8.1376,-1.5743,17.9376,7.6995,-1.5817,0.4381,0.42
